jam_criteria,jam_end_date,jam_host,jam_name_x,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english,jam_duration,jam_desc_len,jam_name_y,jam_no_illustrations,jam_no_videos,num_hosts
,2017-10-31 04:00:00,DPS2004,Oddball jam,24,0,6,2017-10-05 04:00:00,https://www.itch.io/jam/oddball-jam,u,624.0,273,Oddball jam,0,0,1
,2016-04-01 23:00:00,whykay,Limerick GameCraft 2016,6,0,6,2016-03-05 09:00:00,https://www.itch.io/jam/limerick-gamecraft-2016,u,662.0,2890,Limerick GameCraft 2016,0,0,1
,2019-06-30 04:00:00,Ennis Rook Bashe,Queer Pride Zine Jam,38,0,6,2019-05-31 04:00:00,https://www.itch.io/jam/queer-pride-zine-jam,u,720.0,416,Queer Pride Zine Jam,0,0,1
,2017-07-01 07:00:00,rubereaglenest,"Canciones del desierto, la tormenta y el mar",19,0,6,2017-05-31 22:00:00,https://www.itch.io/jam/canciones-del-desierto-la-tormenta-y-el-mar,u,729.0,9134,"Canciones del desierto, la tormenta y el mar",0,0,1
,2018-11-01 04:10:00,Vidsneezes||foobraco||alhvi,GDGT - All Hallows Challenge NEXT,10,0,6,2018-10-01 06:00:00,https://www.itch.io/jam/gdgt-all-hallows-challenge-next,u,742.1666666666666,505,GDGT - All Hallows Challenge NEXT,1,0,3
,2019-04-26 22:00:00,vigild||vidmaje||DocVonW||Code,Spiltalent - April 2019,11,0,6,2019-03-26 23:00:00,https://www.itch.io/jam/spiltalentapril19,u,743.0,2492,Spiltalent - April 2019,0,0,4
,2017-04-02 04:00:00,Makorie,Horror Funhouse Jam 2017,29,0,6,2017-03-02 05:00:00,https://www.itch.io/jam/horror-funhouse-2017,u,743.0,2766,Horror Funhouse Jam 2017,0,0,1
,2016-05-01 22:59:59,AshG,Bard Jam,16,0,6,2016-03-31 23:00:00,https://www.itch.io/jam/bard-jam,u,743.9997222222222,1934,Bard Jam,0,0,1
,2019-02-01 08:00:00,joshg||Laura Michet,PUBLIC DOMAIN 1923 REMIX JAM,23,0,6,2019-01-01 08:00:00,https://www.itch.io/jam/pd1923-remix-jam,u,744.0,918,PUBLIC DOMAIN 1923 REMIX JAM,0,0,2
,2019-02-05 05:00:00,onion,☔⁽ᵘᵐᵇʸ⁾🐝 jam,32,0,6,2019-01-05 05:00:00,https://www.itch.io/jam/umby-jam,u,744.0,1989,☔⁽ᵘᵐᵇʸ⁾🐝 jam,0,0,1
,2018-01-24 01:00:00,Game Dev McGill,Game Jam Monthly - January 2018,7,0,6,2017-12-21 05:00:00,https://www.itch.io/jam/game-jam-monthly-2,u,812.0,623,Game Jam Monthly - January 2018,0,0,1
,2019-08-09 08:00:00,Jess Gates,About Bloody Time: the menstruation game jam,30,0,6,2019-07-05 07:00:00,https://www.itch.io/jam/about-bloody-time-jam,u,841.0,3447,About Bloody Time: the menstruation game jam,0,0,1
,2018-04-22 03:59:59,Grim 👁️,Roman MytholoJam,59,0,6,2018-03-15 04:00:00,https://www.itch.io/jam/roman-mytholojam,u,911.9997222222222,4218,Roman MytholoJam,0,0,1
,2017-12-31 23:00:00,Claire Morley,Fuse Jam #1 - Emotions and Verbs,8,0,6,2017-11-19 15:00:00,https://www.itch.io/jam/fuse-jam-1,u,1016.0,585,Fuse Jam #1 - Emotions and Verbs,0,1,1
,2018-03-18 11:00:00,un bot pourrait faire ça,Reverse Jam,25,0,6,2018-01-29 11:00:00,https://www.itch.io/jam/reverse-jam,u,1152.0,638,Reverse Jam,2,0,1
,2017-01-01 05:59:59,lusterly||VR Austin,VR Austin Jam 2016,8,0,6,2016-11-13 06:00:00,https://www.itch.io/jam/vr-austin-jam-2016,u,1175.9997222222223,1459,VR Austin Jam 2016,0,0,2
,2018-01-31 00:00:00,whykay,Meow-y Snow Season GameCraft,19,0,6,2017-12-02 00:00:00,https://www.itch.io/jam/meow-y-snow-season-gamecraft,u,1440.0,3369,Meow-y Snow Season GameCraft,0,0,1
,2018-09-24 19:30:00,Loveship Hypernova,Loveship Hypernova - Anything Goes Jam!,12,0,6,2018-06-08 07:00:00,https://www.itch.io/jam/loveship-hypernova-anything-goes-jam,u,2604.5,729,Loveship Hypernova - Anything Goes Jam!,0,0,1
,2018-10-28 00:10:00,Pumpkin Clowning,Babycastles Partab Ramchand Ren'Py Jam,8,0,7,2018-10-27 21:45:00,https://www.itch.io/jam/partab-ramchand-renpy-,u,2.4166666666666665,44,Babycastles Partab Ramchand Ren'Py Jam,0,0,1
,2017-12-23 20:00:00,bilgigame||Efe Alaçamlı,GameJam.02,12,0,7,2017-12-23 06:00:00,https://www.itch.io/jam/bilgigame-gamejam02,u,14.0,275,GameJam.02,1,0,2
,2018-07-25 19:30:00,AIE Seattle,AIE End of Year Game Jam 2018,9,0,7,2018-07-25 00:00:00,https://www.itch.io/jam/aieeoy2018,u,19.5,1123,AIE End of Year Game Jam 2018,0,0,1
,2017-03-13 17:00:00,Ahmet Kamil Keleş,4 Hour Jam #4,20,0,7,2017-03-12 17:00:00,https://www.itch.io/jam/4-hour-jam-4,u,24.0,562,4 Hour Jam #4,0,0,1
,2018-12-02 08:00:00,LucaMyriad,TASJAM LITE,8,0,7,2018-11-30 22:00:00,https://www.itch.io/jam/tasjam-lite,u,34.0,491,TASJAM LITE,0,0,1
,2018-09-23 17:40:00,GDD@Berkeley,Bear Jams,12,0,7,2018-09-22 03:00:00,https://www.itch.io/jam/bear-jams,u,38.666666666666664,926,Bear Jams,0,0,1
,2017-09-17 21:00:00,GameDesign@LTU||Mars Ashton,Forge Jam III,34,0,7,2017-09-15 22:00:00,https://www.itch.io/jam/forgejam3,u,47.0,779,Forge Jam III,0,0,2
,2015-10-25 23:00:00,The Guild of Independent Game Developers,The Horror Jam,10,0,7,2015-10-23 23:00:00,https://www.itch.io/jam/the-horror-jam-2015,u,48.0,317,The Horror Jam,0,0,1
,2019-07-07 14:00:00,LucaMyriad,TASJAM LITE,13,0,7,2019-07-05 14:00:00,https://www.itch.io/jam/tasjam-lite-2,u,48.0,1790,TASJAM LITE,0,0,1
,2019-05-26 23:00:00,Fatenplay,Fatenp 2019-1,11,0,7,2019-05-24 23:00:00,https://www.itch.io/jam/fatenp-2019-1,u,48.0,726,Fatenp 2019-1,0,0,1
,2016-10-30 21:00:00,Fellowship of the Game,FoG Game Jam,11,0,7,2016-10-28 21:00:00,https://www.itch.io/jam/fog-game-jam,u,48.0,1585,FoG Game Jam,0,0,1
,2019-03-31 22:20:00,dmdemoura||Fellowship of the Game||AbnerSantos,Geleia Jam!,13,0,7,2019-03-29 22:00:00,https://www.itch.io/jam/geleiajam,u,48.333333333333336,1994,Geleia Jam!,0,0,3
,2018-09-16 23:00:00,Mars Ashton,Forge Jam VI,16,0,7,2018-09-14 22:00:00,https://www.itch.io/jam/forge-jam-vi,u,49.0,1014,Forge Jam VI,0,0,1
,2019-05-20 00:00:00,Buffalo Game Space,BGSjamXIV,17,0,7,2019-05-17 23:00:00,https://www.itch.io/jam/bgsjamxiv,u,49.0,1014,BGSjamXIV,0,0,1
,2019-02-18 20:12:23,gamesdenuofa,VGAD Winter 2019 Game Jam (STRING),24,0,7,2019-02-16 19:00:00,https://www.itch.io/jam/vgad-winter-2019-game-jam,u,49.20638888888889,573,VGAD Winter 2019 Game Jam (STRING),0,0,1
,2019-10-18 23:00:00,AIE Seattle,AIE's Battle for Train Jam 2019,17,162,7,2019-10-16 21:45:00,https://www.itch.io/jam/bftj2019,u,49.25,8146,AIE's Battle for Train Jam 2019,1,0,1
,2015-11-23 02:30:00,Brooklyn Gamery,Brain Jam,14,0,7,2015-11-20 23:30:00,https://www.itch.io/jam/brainjam,u,51.0,583,Brain Jam,0,0,1
,2018-10-22 04:59:59,Alic Szecsei||hekus||hekemp,EPX Fall Jam 2018,7,0,7,2018-10-20 01:00:00,https://www.itch.io/jam/epx-fall-jam-2018,u,51.999722222222225,966,EPX Fall Jam 2018,0,0,3
,2019-08-28 22:00:00,Hypnotic Owl||dr.hackenstein||Crabman,Hypnotic Summer Jam,17,0,7,2019-08-26 10:00:00,https://www.itch.io/jam/hypnotic-summer-jam,u,60.0,901,Hypnotic Summer Jam,0,0,3
,2017-04-18 07:00:00,Potatoes Are Not Explosive,WWU Spring Game Jam 2017,12,0,7,2017-04-15 17:00:00,https://www.itch.io/jam/wwu-game-jam-s17,u,62.0,0,WWU Spring Game Jam 2017,0,0,1
,2017-01-23 13:00:00,duckytape,Tasjam Utopia,9,0,7,2017-01-20 23:00:00,https://www.itch.io/jam/tasjam4,u,62.0,4843,Tasjam Utopia,0,0,1
,2019-03-04 12:00:00,Krassenstein,The Krass-N.G. Jam 9!,16,0,7,2019-03-01 12:30:00,https://www.itch.io/jam/krassjam9,u,71.5,3679,The Krass-N.G. Jam 9!,0,0,1
,2015-05-25 03:59:58,Dirty Rectangles||Liam Sauvé,#EPjam,8,0,7,2015-05-22 04:00:01,https://www.itch.io/jam/epjam,u,71.99916666666667,54,#EPjam,0,0,2
,2019-06-30 22:59:59,jackdawfactories,Rolling Waves,17,0,7,2019-06-27 23:00:00,https://www.itch.io/jam/rolling-waves,u,71.99972222222222,863,Rolling Waves,0,0,1
,2018-12-10 04:59:59,LexLoco||Thedrdevin||Odd Weekend Game Jam,Odd Weekend Game Jam 17,21,0,7,2018-12-07 05:00:00,https://www.itch.io/jam/odd-weekend-game-jam-17,u,71.99972222222222,839,Odd Weekend Game Jam 17,1,0,3
,2018-08-26 22:00:00,FrenchGameJam||Ama||Demotion,French Game Jam (Master - Season 1),16,0,7,2018-08-23 22:00:00,https://www.itch.io/jam/french-game-jam-master-season-1,u,72.0,3586,French Game Jam (Master - Season 1),1,0,3
,2019-07-07 23:00:00,Eriol Fox,2019 Bristol Pride Game Jam #2,7,0,7,2019-07-04 23:00:00,https://www.itch.io/jam/2019-bristol-pride-game-jam-2,u,72.0,569,2019 Bristol Pride Game Jam #2,0,0,1
,2018-12-03 13:00:00,Norrimo,Friendship,61,0,7,2018-11-30 11:00:00,https://www.itch.io/jam/friendship,u,74.0,212,Friendship,0,0,1
,2019-10-07 23:00:00,Dumivid,Ludum Dare 45 Moldova,23,0,7,2019-10-04 15:00:00,https://www.itch.io/jam/ludum-dare-45-moldova,u,80.0,43,Ludum Dare 45 Moldova,0,0,1
,2019-09-20 21:00:30,Ghost Creative Studio,"Game Jam ""Semana""",9,0,7,2019-09-16 03:00:00,https://www.itch.io/jam/game-jam-semana,u,114.00833333333334,0,"Game Jam ""Semana""",0,0,1
,2018-11-06 18:00:00,AGDS,Spook Jam,13,0,7,2018-11-01 18:00:00,https://www.itch.io/jam/spook-jam,u,120.0,212,Spook Jam,2,0,1
,2019-02-28 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 85,42,0,7,2019-02-22 17:00:00,https://www.itch.io/jam/weekly-game-jam-85,u,144.0,1294,Weekly Game Jam - Week 85,0,0,3
,2018-11-22 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 71,37,0,7,2018-11-16 17:00:00,https://www.itch.io/jam/weekly-game-jam-71,u,144.0,1302,Weekly Game Jam - Week 71,0,0,3
,2018-11-08 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 69,39,0,7,2018-11-02 17:00:00,https://www.itch.io/jam/weekly-game-jam-69,u,144.0,1297,Weekly Game Jam - Week 69,0,0,3
,2017-08-31 21:00:00,ZumbiGordo,4ª Game Jam Santa Maria,31,0,7,2017-08-25 18:00:00,https://www.itch.io/jam/4gjsm,u,147.0,1431,4ª Game Jam Santa Maria,0,0,1
,2019-10-25 22:00:00,EGX Game Jam,EGX Student Game Jam 2019,9,0,7,2019-10-19 18:50:37,https://www.itch.io/jam/egx-student-game-jam-2019,u,147.1563888888889,1212,EGX Student Game Jam 2019,0,0,1
,2017-04-30 21:00:00,catnipped,BANANA JAM,7,0,7,2017-04-24 16:00:00,https://www.itch.io/jam/banana-jam,u,149.0,64,BANANA JAM,0,0,1
,2019-08-31 21:59:00,indiedevday,IndieDevDay2 GameJam,26,0,7,2019-08-24 22:01:00,https://www.itch.io/jam/indiedevday2gamejam,u,167.96666666666667,1094,IndieDevDay2 GameJam,3,0,1
,2017-04-17 00:00:00,Jonathan Giroux (Koltes),Weekly Hour Game Jam - W15 2017,24,0,7,2017-04-10 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w15-2017,u,168.0,709,Weekly Hour Game Jam - W15 2017,0,0,1
,2018-11-14 06:00:00,Flyover Indies,Flyover Indies Learning Jam 1: A Ball and Paddle Game!,15,0,7,2018-11-07 06:00:00,https://www.itch.io/jam/learningjam1,u,168.0,1615,Flyover Indies Learning Jam 1: A Ball and Paddle Game!,0,0,1
,2018-04-14 00:00:00,LofiCacti,SGDA Spring Game Jam 2018,13,0,7,2018-04-07 00:00:00,https://www.itch.io/jam/sgda-sp18,u,168.0,628,SGDA Spring Game Jam 2018,0,0,1
,2017-03-20 00:00:00,Jonathan Giroux (Koltes),Weekly Hour Game Jam - W11 2017,17,0,7,2017-03-13 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w11-2017,u,168.0,733,Weekly Hour Game Jam - W11 2017,0,0,1
,2016-07-18 06:59:59,Portland Indie Game Squad,Summer Slow Jams 2: Narrative or Comic-Inspired,35,0,7,2016-07-10 20:00:00,https://www.itch.io/jam/2016-summer-slow-jams-2,u,178.99972222222223,732,Summer Slow Jams 2: Narrative or Comic-Inspired,0,0,1
,2018-05-12 04:00:00,HarmlessGames,"""Harmless"" Game Jam",13,0,7,2018-05-04 04:00:00,https://www.itch.io/jam/harmless-game-jam,u,192.0,669,"""Harmless"" Game Jam",1,0,1
,2017-01-09 06:00:00,Tartle Games,Vulcan Jam,19,0,7,2017-01-01 06:00:00,https://www.itch.io/jam/vulcanjam,u,192.0,979,Vulcan Jam,0,0,1
,2017-08-12 10:00:00,June,TIGJam Australia 4,10,0,7,2017-08-04 07:00:00,https://www.itch.io/jam/tigjam-australia-4,u,195.0,515,TIGJam Australia 4,0,0,1
,2019-02-25 16:59:59,AuroraGDC,AuroraGDC Twitch Lets Play Feb 2019,7,0,7,2019-02-16 18:33:31,https://www.itch.io/jam/agdcfebtwitch,u,214.4411111111111,322,AuroraGDC Twitch Lets Play Feb 2019,0,0,1
,2018-02-20 08:00:00,brephenson,Beginner Jam,22,0,7,2018-02-09 08:00:00,https://www.itch.io/jam/beginner-jam,u,264.0,232,Beginner Jam,0,0,1
,2017-06-19 05:00:00,hyperscope,2017 Winnipeg Game Jam,8,0,7,2017-06-08 05:00:00,https://www.itch.io/jam/2017-winnipeg-game-jam,u,264.0,1381,2017 Winnipeg Game Jam,0,1,1
,2019-09-05 14:00:00,glaucus,Reimagine the Dragon,14,0,7,2019-08-22 14:00:00,https://www.itch.io/jam/reimagine-the-dragon,u,336.0,3289,Reimagine the Dragon,0,0,1
,2019-04-08 04:00:00,Zargo Games,Mini Monster Jam,15,0,7,2019-03-25 04:00:00,https://www.itch.io/jam/mini-monster-jam,u,336.0,1247,Mini Monster Jam,0,0,1
,2019-06-15 04:00:00,computer_fox,Foxie Jam,28,0,7,2019-05-25 04:00:00,https://www.itch.io/jam/uwu,u,504.0,831,Foxie Jam,0,0,1
,2017-10-31 07:00:00,Loveship Hypernova,Electric Eyebat - Just For Fun Halloween Game Jam,21,0,7,2017-10-10 07:00:00,https://www.itch.io/jam/electric-eyebat-halloween,u,504.0,351,Electric Eyebat - Just For Fun Halloween Game Jam,0,0,1
,2019-10-25 16:00:00,babblegumsam,WENDY'S JAM,7,0,7,2019-10-04 16:00:00,https://www.itch.io/jam/wendys-jam,u,504.0,575,WENDY'S JAM,0,0,1
,2015-09-14 03:59:59,tylerdotdotdot||Molten Berle,MBMJAM 2015,16,0,7,2015-08-17 04:00:00,https://www.itch.io/jam/mbmjam-2015,u,671.9997222222222,2167,MBMJAM 2015,0,0,2
,2018-02-28 22:00:00,nadia nova,trans gal jam,67,0,7,2018-01-31 22:00:00,https://www.itch.io/jam/trans-gal-jam,u,672.0,5856,trans gal jam,0,1,1
,2018-02-28 23:00:00,Sam Gwilym||Andrey Kuzmin,Elm Game Jam / February — Safety,21,0,7,2018-01-31 23:00:00,https://www.itch.io/jam/elm-game-jam-feb-2018,u,672.0,1484,Elm Game Jam / February — Safety,0,0,2
,2018-03-31 21:59:59,A MAZE.||giucapan||adriel,Out of the frame!,46,0,7,2018-02-28 23:00:00,https://www.itch.io/jam/out-of-the-frame,u,742.9997222222222,5419,Out of the frame!,0,0,3
,2019-06-17 22:59:59,Jamie Woodcock||Dan C. Parkes||Seeknoise,"The Organising at Work Game ""Jam""",20,0,7,2019-05-17 23:00:00,https://www.itch.io/jam/organising-at-work,u,743.9997222222222,1785,"The Organising at Work Game ""Jam""",0,0,3
,2018-11-01 05:00:00,lunarsignals,#devtober,37,0,7,2018-10-01 05:00:00,https://www.itch.io/jam/devtober,u,744.0,321,#devtober,0,0,1
,2015-11-02 04:00:00,Ham,Haunted House Jam,8,0,7,2015-09-30 14:00:00,https://www.itch.io/jam/haunted-house-jam,u,782.0,1945,Haunted House Jam,0,0,1
,2018-07-25 03:59:59,LouisvilleMakesGames,Kentucky Fried Pixels 2018,10,0,7,2018-06-22 04:00:00,https://www.itch.io/jam/kentucky-fried-pixels-2018,u,791.9997222222222,3001,Kentucky Fried Pixels 2018,0,0,1
,2019-03-13 23:00:00,Glutoinim,Textual Horror Game jam,15,0,7,2019-02-05 23:00:00,https://www.itch.io/jam/textual-horror-game-jam,u,864.0,227,Textual Horror Game jam,0,0,1
,2018-01-22 06:00:00,Honey.CMB,AlphaLab Winter Slow-Jam Showcase,22,0,7,2017-12-16 06:00:00,https://www.itch.io/jam/alphalab-winter-slow-jam-showcase,u,888.0,396,AlphaLab Winter Slow-Jam Showcase,0,0,1
,2018-07-11 03:00:00,Pedro Paiva,Gamejam dos Inacabados,13,0,7,2018-05-17 03:00:00,https://www.itch.io/jam/gamejam-dos-inacabados,u,1320.0,3417,Gamejam dos Inacabados,0,0,1
,2018-12-16 01:20:00,Pumpkin Clowning,Saturday Jam Live V: Scratch,10,0,8,2018-12-15 22:00:00,https://www.itch.io/jam/saturday-jam-live-v-scratch,u,3.3333333333333335,202,Saturday Jam Live V: Scratch,0,2,1
,2019-06-07 16:00:00,Jack Burleigh,Alpha and Omega,10,0,8,2019-06-07 09:00:00,https://www.itch.io/jam/alpha-and-omega,u,7.0,125,Alpha and Omega,0,0,1
,2019-09-01 11:00:00,Tomakisz,MGA game jam 2019 Katowice,10,0,8,2019-09-01 03:00:00,https://www.itch.io/jam/mga-game-jam-2019-katowice,u,8.0,391,MGA game jam 2019 Katowice,0,0,1
,2017-10-07 08:00:00,Gwen Foster,Games and Politics Game Jam 2017,11,0,8,2017-10-06 16:00:00,https://www.itch.io/jam/games-and-politics-game-jam-,u,16.0,2671,Games and Politics Game Jam 2017,0,0,1
,2018-12-08 13:30:00,IGDAFortaleza,Fortaleza Nerd | Game Jam 2018,8,0,8,2018-12-07 13:00:00,https://www.itch.io/jam/fortalezanerdgamejam,u,24.5,0,Fortaleza Nerd | Game Jam 2018,0,0,1
,2017-09-17 23:30:00,Progression Mechanics,Progression Mechanics 2017,17,0,8,2017-09-16 22:30:00,https://www.itch.io/jam/progression-mechanics-2017,u,25.0,1023,Progression Mechanics 2017,0,0,1
,2018-12-08 07:15:00,NUSGDG,Gamecraft 2018!,12,0,8,2018-12-07 05:30:00,https://www.itch.io/jam/gamecraft2018,u,25.75,2048,Gamecraft 2018!,0,0,1
,2018-11-20 18:00:00,James D,CSS Game Jam 2018,16,0,8,2018-11-19 12:00:00,https://www.itch.io/jam/cssgj,u,30.0,3064,CSS Game Jam 2018,1,0,1
,2018-08-26 21:00:00,Jalea,WinterJam,17,0,8,2018-08-25 12:00:00,https://www.itch.io/jam/winterjam18,u,33.0,334,WinterJam,3,0,1
,2019-05-27 06:00:00,πthon,WWU JAM SPRING '19,9,0,8,2019-05-25 17:00:00,https://www.itch.io/jam/wwu-jam-spring-19,u,37.0,107,WWU JAM SPRING '19,0,0,1
,2019-09-29 19:00:00,GDD@Berkeley,Bear Jams Fall 2019,17,0,8,2019-09-28 03:00:00,https://www.itch.io/jam/bear-jams-fall-2019,u,40.0,1653,Bear Jams Fall 2019,0,0,1
,2017-10-22 11:00:00,Virtual Association,Virtual Game Jam 2017,11,0,8,2017-10-20 19:00:00,https://www.itch.io/jam/virtual-game-jam-2017,u,40.0,29,Virtual Game Jam 2017,0,0,1
,2018-02-11 15:50:00,La Belle,UrbanJam,11,0,8,2018-02-09 19:00:00,https://www.itch.io/jam/urbanjam,u,44.833333333333336,1436,UrbanJam,0,0,1
,2017-09-10 23:00:00,Buffalo Game Space,BGSjam X,25,0,8,2017-09-08 23:00:00,https://www.itch.io/jam/bgsjam-x,u,48.0,912,BGSjam X,0,0,1
,2019-09-23 00:30:00,University of Advancing Technology,UAT Founder's Game Jam 2019,21,0,8,2019-09-21 00:30:00,https://www.itch.io/jam/uat-founders-game-jam-2019,u,48.0,2436,UAT Founder's Game Jam 2019,0,0,1
,2017-10-29 07:00:00,jmas,slime jam,37,0,8,2017-10-27 07:00:00,https://www.itch.io/jam/slime-jam,u,48.0,219,slime jam,1,0,1
,2015-05-31 23:15:00,The Guild of Independent Game Developers,Minigame Jam,7,0,8,2015-05-29 23:00:00,https://www.itch.io/jam/minigame-jam,u,48.25,103,Minigame Jam,0,0,1
,2019-10-27 23:00:00,Hagge,Quad Jam Fall 2019,36,16,8,2019-10-25 22:00:00,https://www.itch.io/jam/quad-jam-fall-2019,u,49.0,1229,Quad Jam Fall 2019,6,0,1
,2019-07-28 18:00:00,sergeeo||Tatos||Zalo,ZGBJAM2,18,0,8,2019-07-26 15:00:00,https://www.itch.io/jam/zgb-jam-2,u,51.0,1325,ZGBJAM2,8,0,3
,2018-07-29 19:00:00,sergeeo||Zalo,ZGBJAM,15,0,8,2018-07-27 16:00:00,https://www.itch.io/jam/zgbjam,u,51.0,1611,ZGBJAM,10,0,2
,2018-07-01 19:00:00,ShadowMitia||JeanVENCIC,Game Jam Connect,7,0,8,2018-06-29 16:00:00,https://www.itch.io/jam/game-jam-connect,u,51.0,124,Game Jam Connect,0,0,2
,2015-09-21 04:00:00,Jorlu,Centro de Cultura Digital: Indie Swarm Jam,36,0,8,2015-09-19 00:00:00,https://www.itch.io/jam/indie-swarm-jam,u,52.0,2273,Centro de Cultura Digital: Indie Swarm Jam,0,1,1
,2019-01-28 05:00:00,DallOner||Jan Marcano||bou-games,#notGGJ19,28,0,8,2019-01-25 23:00:00,https://www.itch.io/jam/notggj19,u,54.0,4703,#notGGJ19,4,2,3
,2017-12-18 04:59:00,riotaortiz||timrodz,Panama Game Jam 2017,11,0,8,2017-12-15 22:00:00,https://www.itch.io/jam/pgjam2017,u,54.983333333333334,0,Panama Game Jam 2017,0,0,2
,2017-01-30 15:10:00,Murkloc,January Retro Jam,22,0,8,2017-01-28 01:00:00,https://www.itch.io/jam/january-retro-jam,u,62.166666666666664,1037,January Retro Jam,0,0,1
,2017-05-08 00:00:00,alfheimwanderer,Playcrafting + Extra Life Game Jam,25,0,8,2017-05-05 04:00:00,https://www.itch.io/jam/extra-life-game-jam,u,68.0,3920,Playcrafting + Extra Life Game Jam,0,0,1
,2018-05-28 03:59:59,LexLoco||Odd Weekend Game Jam,Odd Weekend Game Jam 6,25,0,8,2018-05-25 04:00:00,https://www.itch.io/jam/odd-weekend-game-jam-6,u,71.99972222222222,730,Odd Weekend Game Jam 6,0,0,2
,2018-04-01 18:00:00,AGDG||subliminalman,Score Wars Game Jam,26,0,8,2018-03-29 18:00:00,https://www.itch.io/jam/score-wars-game-jam,u,72.0,1414,Score Wars Game Jam,2,0,2
,2019-01-08 12:00:00,Krassenstein,The Krass-N.G. Jam 8!,26,0,8,2019-01-05 12:00:00,https://www.itch.io/jam/krassjam8,u,72.0,3692,The Krass-N.G. Jam 8!,0,0,1
,2017-05-22 07:00:00,jmas,GC Jam 4,35,0,8,2017-05-19 07:00:00,https://www.itch.io/jam/gc-jam-4,u,72.0,583,GC Jam 4,2,0,1
,2017-06-12 22:00:00,Motor City Robots||ClockworkOwl||gunfire,Motor City June Jam,21,0,8,2017-06-09 22:00:00,https://www.itch.io/jam/motor-city-june-jam,u,72.0,1757,Motor City June Jam,0,0,3
,2015-08-24 21:00:00,Fring Frang,RPG Maker Game Jam,9,0,8,2015-08-21 21:00:00,https://www.itch.io/jam/rpg-maker-game-jam,u,72.0,1489,RPG Maker Game Jam,0,0,1
,2018-06-18 00:00:00,Jóhannes G. Þorsteinsson||Kollafoss Game Farm,Isolation Game Jam 2018,5,0,8,2018-06-14 18:00:00,https://www.itch.io/jam/isolation-game-jam-2018,u,78.0,655,Isolation Game Jam 2018,0,0,2
,2018-10-16 03:59:59,semicode||RedTowerShield,HiJam,24,0,8,2018-10-12 21:00:00,https://www.itch.io/jam/hijam,u,78.99972222222222,491,HiJam,1,0,2
,2018-12-22 05:59:59,Slyfincleton,Midweek Bullet Jam,31,0,8,2018-12-18 06:00:00,https://www.itch.io/jam/midweek-bullet-jam,u,95.99972222222222,450,Midweek Bullet Jam,0,0,1
,2014-08-06 13:00:00,ff,Vaporwave Jam,9,0,8,2014-08-01 07:00:00,https://www.itch.io/jam/vaporwave-jam,u,126.0,277,Vaporwave Jam,1,0,1
,2018-05-19 05:59:59,Steve Halliwell,Make-A-Thing May 2018,34,0,8,2018-05-13 23:00:00,https://www.itch.io/jam/make-a-thing-may-2018,u,126.99972222222222,1675,Make-A-Thing May 2018,0,0,1
,2017-05-25 13:00:00,Ben Chill,"Local Multiplayer Madness, DT508",14,0,8,2017-05-19 17:00:00,https://www.itch.io/jam/local-multiplayer-madness-dt508,u,140.0,210,"Local Multiplayer Madness, DT508",0,0,1
,2017-01-21 13:59:59,Steve Halliwell,Make-A-Thing Jan 2017,20,0,8,2017-01-15 14:00:00,https://www.itch.io/jam/make-a-thing-jan-2017,u,143.99972222222223,1659,Make-A-Thing Jan 2017,0,0,1
,2017-10-06 22:00:00,himmelattack,Amnesty Jam,10,0,8,2017-09-30 22:00:00,https://www.itch.io/jam/amnesty-jam,u,144.0,2792,Amnesty Jam,2,0,1
,2017-10-05 16:59:59,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 12,41,0,8,2017-09-29 16:59:59,https://www.itch.io/jam/weekly-game-jam-12,u,144.0,1299,Weekly Game Jam - Week 12,1,0,3
,2017-12-14 16:59:59,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 22,44,0,8,2017-12-08 16:59:59,https://www.itch.io/jam/weekly-game-jam-22,u,144.0,1301,Weekly Game Jam - Week 22,1,0,3
,2017-08-17 16:59:59,PouleyKetchoup||Weekly Game Jam,Weekly Game Jam - Week 5,37,0,8,2017-08-11 16:59:59,https://www.itch.io/jam/weekly-game-jam-5,u,144.0,1291,Weekly Game Jam - Week 5,1,0,2
,2018-05-10 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 43,37,0,8,2018-05-04 17:00:00,https://www.itch.io/jam/weekly-game-jam-43,u,144.0,1311,Weekly Game Jam - Week 43,1,0,3
,2017-05-21 06:00:00,Steve Halliwell,Make-A-Thing May 2017,39,0,8,2017-05-14 23:00:00,https://www.itch.io/jam/make-a-thing-may-2017,u,151.0,1687,Make-A-Thing May 2017,0,0,1
,2018-07-08 00:59:00,Alex FC,TGMBR JAM #5,33,0,8,2018-07-01 01:00:00,https://www.itch.io/jam/tgmbr-jam-5,u,167.98333333333332,2030,TGMBR JAM #5,12,0,1
