jam_desc_len,jam_name,jam_no_illustrations,jam_no_videos,jam_url
1774,NES Jam,0,0,https://www.itch.io/jam/nes-jam
4360,GDL - May Jam,0,0,https://www.itch.io/jam/gdl-may-jam
2026,Confession Jam 2,1,1,https://www.itch.io/jam/confession-jam-2
2708,Gamecodeur Gamejam #8,0,0,https://www.itch.io/jam/gamecodeur-gamejam-8
9178,Touhou Fan Game Jam,1,0,https://www.itch.io/jam/touhou-jam
2820,Wizard Jam 6,5,0,https://www.itch.io/jam/wizard-jam-6
4218,Roman MytholoJam,0,0,https://www.itch.io/jam/roman-mytholojam
821,KIDSJAM,1,0,https://www.itch.io/jam/kidsjam
2882,Bullet Hell Game Jam #1,0,0,https://www.itch.io/jam/bullethellgamejam1
1141,mini jam 3rd edition,6,0,https://www.itch.io/jam/mini-jam3rdedition
2904,Shacknews Jam: Do It IV Shacknews,0,0,https://www.itch.io/jam/shacknews-jam-do-it-iv-shacknews
3329,QaziJam 9.5,0,0,https://www.itch.io/jam/qazijam9point5
622,Lewd jam 2017,0,0,https://www.itch.io/jam/lewd-jam-2017
3447,One Day Jam,0,0,https://www.itch.io/jam/one-day-jam
3132,NightJam #1,0,0,https://www.itch.io/jam/nightjam
4119,DiveJam,0,0,https://www.itch.io/jam/divejam
194,ghost jam,0,0,https://www.itch.io/jam/ghost-jam
2312,Game D3V JAM V,0,0,https://www.itch.io/jam/game-d3v-jamv
2333,Gamecodeur Game Jam #16,1,0,https://www.itch.io/jam/gamecodeur-gamejam-16
2474,Geta Game Jam #1: Chaos and Order,5,0,https://www.itch.io/jam/geta-game-jam-01
1302,Weekly Game Jam - Week 53,1,0,https://www.itch.io/jam/weekly-game-jam-53
1429,Mini Jam 11 -Harvest-,7,0,https://www.itch.io/jam/mini-jam-11-
1299,Weekly Game Jam - Week 57,1,0,https://www.itch.io/jam/weekly-game-jam-57
2553,Bored Pixels Jam 6,1,0,https://www.itch.io/jam/bored-pixels-jam-6
718,One Hit Point,0,0,https://www.itch.io/jam/1hp
1298,Weekly Game Jam - Week 75,0,0,https://www.itch.io/jam/weekly-game-jam-75
996,Gutter Jam 3,1,0,https://www.itch.io/jam/gutter-jam-3
134,Pixel Game Jam #1,0,0,https://www.itch.io/jam/pixel-game-jam
5070,No Comfort Jam,3,0,https://www.itch.io/jam/no-comfort-jam
1300,Weekly Game Jam - Week 56,1,0,https://www.itch.io/jam/weekly-game-jam-56
77,Game Zanga 5,0,0,https://www.itch.io/jam/game-zanga-5
673,Unijam - Theme mixup! #2,1,0,https://www.itch.io/jam/unijam-2
1543,Mood Change: A Game of Emotion,0,0,https://www.itch.io/jam/devsquadjam5
1866,Mini Jam 22: Anime,7,0,https://www.itch.io/jam/mini-jam-22-anime
4872,"FemHype Presents: Sugar, Sweets, & Jam!",0,0,https://www.itch.io/jam/sugar-sweets-jam
5738,"Orbital Game Jam, Round 2",7,0,https://www.itch.io/jam/orbital-game-jam-2
2634,GDL - Jamming January Jam,0,0,https://www.itch.io/jam/gdl-Jamming-January-Jam
1110,Quad Jam Summer 2019,6,0,https://www.itch.io/jam/quad-jam-summer
212,Friendship,0,0,https://www.itch.io/jam/friendship
2749,GDL - Metal Monstrosity Jam,0,0,https://www.itch.io/jam/gdl---metal-monstrosity-jam
3764,'So bad it's good' Jam 2019,0,0,https://www.itch.io/jam/sbigjam2019
1006,Spooky Jam 2: You are the Monster!,0,0,https://www.itch.io/jam/spooky-jam-2-you-are-the-monster
1063,Summer Novel Festival,0,0,https://www.itch.io/jam/sunofes16
1435,100 Dollar Prize Week Jam,0,0,https://www.itch.io/jam/cowboys-week-jam
1819,Highsight Game Jam #1 (Atari Remakes!),0,0,https://www.itch.io/jam/highsight-1
1135,Tooth (Bitsy Jam),0,0,https://www.itch.io/jam/tooth-bitsy
2873,GDL Anniversary Jam,0,0,https://www.itch.io/jam/gdl-anniversary-jam
3401,The Krass-N.G. Jam 2!,0,0,https://www.itch.io/jam/krassjam2
1018,🐝 Bees (Bitsy Jam),0,0,https://www.itch.io/jam/bees-bitsy
2329,Arctic Game Lab - 5 city jam,0,0,https://www.itch.io/jam/5-city-jam
41,Lewd Jam 2018,0,0,https://www.itch.io/jam/lewd-jam-2018
4889,Basic Block Jam,12,2,https://www.itch.io/jam/single-block-jam
893,Sykoo's Community Game Jam 2,0,1,https://www.itch.io/jam/sykoos-jam
2015,Inside the Box Tabletop Jam,0,0,https://www.itch.io/jam/inside-the-box-tabletop-jam
8262,Spring 2016 Lisp Game Jam,0,0,https://www.itch.io/jam/spring-2016-lisp-game-jam
2273,Gamecodeur Gamejam #10,0,0,https://www.itch.io/jam/gamecodeur-gamejam-10
748,Tech Demo 2: Attack of the Platformer,0,0,https://www.itch.io/jam/tech-demo-2
5020,Shape Jam,1,0,https://www.itch.io/jam/shape-jam
957,Cats (Bitsy Jam),0,0,https://www.itch.io/jam/cats-bitsy
2770,Gamecodeur Game Jam #17,1,0,https://www.itch.io/jam/gamecodeur-gamejam-17
4052,Enter the (Multi-User) Dungeon,0,0,https://www.itch.io/jam/enterthemud
2341,Pro Wrestling Game Slam 2k19,1,0,https://www.itch.io/jam/pw-game-slam-2k19
5026,Rayuela de Arena 2019 - Gamejam Narrativa,7,0,https://www.itch.io/jam/rayuela-de-arena-2019-jam
2979,Gamecodeur Game Jam #15,0,0,https://www.itch.io/jam/gamecodeur-gamejam-15
1313,Weekly Game Jam - Week 111,0,0,https://www.itch.io/jam/weekly-game-jam-111
2343,Gamecodeur Game Jam #21,1,0,https://www.itch.io/jam/gamecodeur-gamejam-21
1511,The Sublime (Bitsy Jam),0,0,https://www.itch.io/jam/sublime-bitsy
818,Alt Ctrl Game Jam 2016,0,0,https://www.itch.io/jam/altctrl2016
761,Art Competition!,1,0,https://www.itch.io/jam/art-competition
2127,ボイロゲームジャム,0,0,https://www.itch.io/jam/voiceroid-game-jam
1121,Minimalistic Jam,0,0,https://www.itch.io/jam/minimalistic-jam
1302,Weekly Game Jam - Week 54,1,0,https://www.itch.io/jam/weekly-game-jam-54
890,oh no (bitsy jam),0,0,https://www.itch.io/jam/oh-no-bitsy
1299,Weekly Game Jam - Week 74,0,0,https://www.itch.io/jam/weekly-game-jam-74
1293,Weekly Game Jam - Week 29,1,0,https://www.itch.io/jam/weekly-game-jam-29
701,Construct 3 Public Beta Jam,0,0,https://www.itch.io/jam/c3jam
5593,CFNGamejam#3,11,0,https://www.itch.io/jam/cfngamejam3
1171,Divination Jam,4,0,https://www.itch.io/jam/divinationjam
1133,Mixtape (Bitsy Jam),0,0,https://www.itch.io/jam/mixtape-bitsy
1299,Weekly Game Jam - Week 18,1,0,https://www.itch.io/jam/weekly-game-jam-18
4239,The Public Domain Jam 3,0,0,https://www.itch.io/jam/the-public-domain-jam-3
1239,Fairytale,0,0,https://www.itch.io/jam/fairytale
0,TK Game Jam 2019,0,0,https://www.itch.io/jam/tk-game-jam-2019
1404,Mini Jam 10 -Micro-,7,0,https://www.itch.io/jam/mini-jam-10-micro-
542,Terminal Jam,0,0,https://www.itch.io/jam/terminal-jam
3094,DiveJam 2,0,0,https://www.itch.io/jam/divejam2
616,VR-Jam 2017,0,0,https://www.itch.io/jam/vr-jam
1444,Challenge! Game Jam #1 : Roll-the-Dice,1,0,https://www.itch.io/jam/roll-the-dice-game-jam
9789,Touhou Fan Game Jam 3,1,0,https://www.itch.io/jam/touhou-jam-3
2318,Bishoujo Jam,0,0,https://www.itch.io/jam/bishoujo-jam
764,Slime Jam 2000,1,0,https://www.itch.io/jam/slimejam2000
4097,Emotional Game Jam 2019,5,0,https://www.itch.io/jam/emotionalgamejam
949,The Emotions & Feelings Jam,0,0,https://www.itch.io/jam/emotional-jam-togetherness
262,Stop Motion Jam 2019,0,0,https://www.itch.io/jam/stop-motion-game-jam-2019
5856,trans gal jam,0,1,https://www.itch.io/jam/trans-gal-jam
1344,⑨ Jam,0,0,https://www.itch.io/jam/9
568,Unijam - Theme mixup!,1,0,https://www.itch.io/jam/unijam
1372,mini jam,0,1,https://www.itch.io/jam/mini-jam
2759,Our Little Food Jam,0,0,https://www.itch.io/jam/our-little-food-jam
2941,Summer Slow Jams July 2018: Location-Based Games,2,0,https://www.itch.io/jam/ssjlocationbased
2011,Mini Jam 12 -Heroes-,8,0,https://www.itch.io/jam/mini-jam-12-heroes-
1202,Twine Games Jam,0,0,https://www.itch.io/jam/twine-games-jam
722,Steamy GameJam,0,0,https://www.itch.io/jam/steampunkprogrammer-jam
2460,SCREAM SEASON,0,0,https://www.itch.io/jam/scream-season
2406,FC dev jam,1,0,https://www.itch.io/jam/fc-dev-jam
1293,Weekly Game Jam - Week 64,0,0,https://www.itch.io/jam/weekly-game-jam-64
1285,Weekly Game Jam - Week 7,1,0,https://www.itch.io/jam/weekly-game-jam-7
1384,CUJV GameJam #01,0,1,https://www.itch.io/jam/cujv-gamejam-01
1225,Games on Demand,0,0,https://www.itch.io/jam/games-on-demand
1297,Weekly Game Jam - Week 42,1,0,https://www.itch.io/jam/weekly-game-jam-42
909,Yaoi Game Jam 2017,0,0,https://www.itch.io/jam/yaoijam17
40,DungeonJAM 2019,0,0,https://www.itch.io/jam/dungeonjam
1998,Cultura Abierta,2,0,https://www.itch.io/jam/cultura-abierta
814,TweetTweetJam,0,0,https://www.itch.io/jam/tweettweetjam
4512,GDL - January Jam,0,0,https://www.itch.io/jam/gdl-january-jam-2
1345,Stop Motion Game Jam 2018,0,1,https://www.itch.io/jam/stop-motion-game-jam-2018
3157,Gamecodeur Game Jam #11,0,1,https://www.itch.io/jam/gamecodeur-gamejam-11
1233,960*144,0,0,https://www.itch.io/jam/960144
3527,GAME JAMuary,0,1,https://www.itch.io/jam/game-jamuary
3405,Gamecodeur Game Jam #12,1,0,https://www.itch.io/jam/gamecodeur-gamejam-12
3765,Gamecodeur Game Jam #13,0,1,https://www.itch.io/jam/gamecodeur-gamejam-13
4856,OpenGameArt Game Jam #2,0,0,https://www.itch.io/jam/opengameart-game-jam-2
903,X-Jam 2016,7,0,https://www.itch.io/jam/XJam2016
2039,2D Multiplayer Game Jam using modd.io,0,0,https://www.itch.io/jam/2d-multiplayer-game-jam-using-moddio
5408,Emotional Game Jam 2018,0,0,https://www.itch.io/jam/emotionalgamejam2018
979,Optical Jam #5,3,0,https://www.itch.io/jam/optical-jam
3616,Earth Empathy Jam,0,0,https://www.itch.io/jam/earth-empathy-jam
2599,Wizard Jam 8,5,0,https://www.itch.io/jam/wizard-jam-8
4653,GDL January Jam,0,0,https://www.itch.io/jam/gdl-january-jam
3606,The Krass-N.G. Jam 3!,0,0,https://www.itch.io/jam/krassjam3
792,TweetTweetJam 2,0,0,https://www.itch.io/jam/tweettweetjam-2
2879,Summer Slow Jams August 2018: Parody Games,2,0,https://www.itch.io/jam/ssjparody
1299,Weekly Game Jam - Week 40,1,0,https://www.itch.io/jam/weekly-game-jam-40
1092,JS 48 - Episode 1,4,0,https://www.itch.io/jam/js48-1
263,dog jam,0,0,https://www.itch.io/jam/dog-jam
2785,Super Mega Jam (Free Theme),0,0,https://www.itch.io/jam/super-mega-jam-free-theme
5030,CFNGamejam#2,8,0,https://www.itch.io/jam/cfngamejam2
1297,Weekly Game Jam - Week 52,1,0,https://www.itch.io/jam/weekly-game-jam-52
1157,48 Secret Jam - July 2019,0,0,https://www.itch.io/jam/48-secret-jam-june2019
1664,Godot Community Game Jam - June 2016,0,0,https://www.itch.io/jam/godotjam062016
1952,100 Dollar Game Jam,0,0,https://www.itch.io/jam/100-dollar-game-jam
2936,RPG Maker Jam #2,6,0,https://www.itch.io/jam/rpgmakerjam2
1373,Post-Apocalyptic Jam 2017,0,0,https://www.itch.io/jam/post-apocalyptic-jam-2017
994,FEMICOM Game Jam #4: Make cute PONG!,0,0,https://www.itch.io/jam/makecutepong
2188,Mini Jam 15 Technology,8,0,https://www.itch.io/jam/mini-jam-15-technology
1147,2D Platformer Jam,0,0,https://www.itch.io/jam/2d-platformer-jam
2472,sub-Q Magazine Love Jam 2018 #subQjam,0,0,https://www.itch.io/jam/subqjam
1637,Metroidvania Month 4,0,1,https://www.itch.io/jam/metroidvania-month-4
2781,Cosmo D's Game Jam 1 - The City,0,0,https://www.itch.io/jam/cosmo-ds-game-jam-february-2019
1443,DigitalArtJam,0,0,https://www.itch.io/jam/digitalartjam
1423,'So bad it's good' Jam,0,0,https://www.itch.io/jam/so-bad-its-good-jam
4347,GDL - September Jam,0,0,https://www.itch.io/jam/gdl-september-jam
1348,Food Jam!!,1,0,https://www.itch.io/jam/good-eats
9926,Touhou Fan Game Jam 2,1,0,https://www.itch.io/jam/touhou-jam-2
7627,8 Bits to Infinity ~ Mashup Jam,1,0,https://www.itch.io/jam/mashupjam
1205,Jamingtons 6.0,2,0,https://www.itch.io/jam/jamingtons6
2443,ScoreSpace Jam #5 [Presented by Shacknews],0,1,https://www.itch.io/jam/scorejam5
50,TK Game Jam 2018,0,0,https://www.itch.io/jam/tk-game-jam-2018
1294,Weekly Game Jam - Week 47,1,0,https://www.itch.io/jam/weekly-game-jam-47
2309,Ruin Jam 2014,12,0,https://www.itch.io/jam/ruinjam2014
1300,Weekly Game Jam - Week 30,1,0,https://www.itch.io/jam/weekly-game-jam-30
2618,Dogpit Jam 2018,0,0,https://www.itch.io/jam/dogpit-jam-2018
1488,Cat-Boy/Girl Game Jam!,0,0,https://www.itch.io/jam/cat-boygirl
1913,Nonbinary Game Jam,0,0,https://www.itch.io/jam/nonbinary-game-jam
1633,Standing On The Sofa Jam,0,0,https://www.itch.io/jam/standingonthesofajam
1107,idkjam,0,0,https://www.itch.io/jam/idkjam
1303,Weekly Game Jam - Week 48,1,0,https://www.itch.io/jam/weekly-game-jam-48
5657,8 Bits to Infinity ~ Palette Jam,2,0,https://www.itch.io/jam/palette-jam
950,The Emotions & Feelings Jam,0,0,https://www.itch.io/jam/emotional-jam
975,Harvest (Bitsy Jam),0,0,https://www.itch.io/jam/harvest-bitsy
1315,Weekly Game Jam - Week 117,0,0,https://www.itch.io/jam/weekly-game-jam-117
1302,Weekly Game Jam - Week 65,0,0,https://www.itch.io/jam/weekly-game-jam-65
4737,GDL - Quantum Jam,0,1,https://www.itch.io/jam/gdl-quantum-jam
1060,8x8 Game Jam,1,0,https://www.itch.io/jam/8x8-game-jam
1912,Mini Jam 20: Music,7,0,https://www.itch.io/jam/mini-jam-20-music
1100,#RemakeJam 2,1,0,https://www.itch.io/jam/remakejam-2
97,Simplicity | 02,0,0,https://www.itch.io/jam/simplicity-02
1072,Snow (Bitsy Jam),0,0,https://www.itch.io/jam/snow-bitsy
2159,#iluJam 3: Tokyo Drift,0,0,https://www.itch.io/jam/ilujam3
1315,Weekly Game Jam - Week 118,0,0,https://www.itch.io/jam/weekly-game-jam-118
1056,MS Paint Game Jam,1,0,https://www.itch.io/jam/ms-paint-game-jam
4168,QaziJam 9 - Game Jam For Good,1,0,https://www.itch.io/jam/qazijam9
1300,Weekly Game Jam - Week 92,0,0,https://www.itch.io/jam/weekly-game-jam-92
1620,The Godot 2MB Challenge,0,0,https://www.itch.io/jam/godot2mb
919,Summer Novel Festival,0,0,https://www.itch.io/jam/sunofes18
2122,Winter Wizard Jam,0,0,https://www.itch.io/jam/winter-wizard-jam
2657,Bored Pixels Jam,3,1,https://www.itch.io/jam/bored-pixels-jam
400,AGDG Space Jam,0,0,https://www.itch.io/jam/agdg-space-jam
2012,Wizard Jam 7,4,0,https://www.itch.io/jam/wizard-jam-7
861,Otome games jam,0,0,https://www.itch.io/jam/otome-games-jam
654,bubblegum jam,0,1,https://www.itch.io/jam/bubblegum
1001,Summer Novel Festival,0,0,https://www.itch.io/jam/sunofes19
2819,GDL  March Madness Jam,0,0,https://www.itch.io/jam/gdl-march-madness-jam
1297,Weekly Game Jam - Week 77,0,0,https://www.itch.io/jam/weekly-game-jam-77
1290,Weekly Game Jam - Week 94,0,0,https://www.itch.io/jam/weekly-game-jam-94
912,Archaeology (Bitsy Jam),0,0,https://www.itch.io/jam/archaeology-bitsy
1240,42 Jam,0,0,https://www.itch.io/jam/42-jam
168,Anything Goes Jam,0,0,https://www.itch.io/jam/anything-goes-jam
1468,Bric-A-Brac (Bitsy Jam),0,0,https://www.itch.io/jam/bric-a-brac
3523,Games vs Nazis,0,0,https://www.itch.io/jam/games-vs-nazis
4495,GDL - July Jam,0,0,https://www.itch.io/jam/gdl-july-jam-2
389,Polyrealm Game Jam,1,0,https://www.itch.io/jam/polyrealm-game-jam
82,polar bear jam,3,0,https://www.itch.io/jam/polar-bear-jam
1950,🛋️ Couch CO-OP Game Jam,0,2,https://www.itch.io/jam/couch-co-op
945,Ocean (Bitsy Jam),0,0,https://www.itch.io/jam/ocean-bitsy
3481,Short Rest,0,0,https://www.itch.io/jam/short-rest
2552,Bored Pixels Jam 5,1,1,https://www.itch.io/jam/bored-pixels-jam-5
1305,Weekly Game Jam - Week 49,1,0,https://www.itch.io/jam/weekly-game-jam-49
1377,OLC CODEJAM 2018,2,0,https://www.itch.io/jam/olc-codejam-2018
983,Ghost (Bitsy Jam),0,0,https://www.itch.io/jam/ghost-bitsy
1847,Dog Jam 2k19,1,0,https://www.itch.io/jam/dogjam2k19
1463,Weekly Game Jam - Week 82,0,0,https://www.itch.io/jam/weekly-game-jam-82
1570,Merry #Corgsmas Corgi Game Jam,2,0,https://www.itch.io/jam/corgsmas
808,Grow Jam,0,0,https://www.itch.io/jam/grow-jam-2017
1728,Utopia Jam,0,0,https://www.itch.io/jam/utopia-jam
1425,Goon Jam,2,0,https://www.itch.io/jam/goonjam
1881,Anything but human-jam,1,0,https://www.itch.io/jam/anything-but-human-jam
1047,Desert Bus for Hope 2018 Game Jam,0,1,https://www.itch.io/jam/dbgj2018
1298,Weekly Game Jam - Week 72,0,0,https://www.itch.io/jam/weekly-game-jam-72
2181,The Collect-A-Friend Game Jam!,1,0,https://www.itch.io/jam/the-collect-a-friend-game-jam
1303,Weekly Game Jam - Week 62,0,0,https://www.itch.io/jam/weekly-game-jam-62
1114,Ritual (Bitsy Jam),0,0,https://www.itch.io/jam/ritual-bitsy
1285,Yaoi Game Jam 2019,0,0,https://www.itch.io/jam/yaoijam19
5545,$101 Adventure Challenge,0,0,https://www.itch.io/jam/101-adventure-challenge
1118,Game D3V JAM,0,0,https://www.itch.io/jam/game-d3v-jam
4852,Writing Antholojam: Overtime Cats,0,0,https://www.itch.io/jam/overtimecats
1585,GameMaker Studio 2 - BetaJam 2!,2,0,https://www.itch.io/jam/betajam2
1733,Virtus Community Game Jam,1,0,https://www.itch.io/jam/virtus-community-game-jam
3973,Mapemounde,6,0,https://www.itch.io/jam/mapemounde2019
3035,ScoreSpace Jam #6 [Presented by Shacknews],6,1,https://www.itch.io/jam/scorejam6
2178,Big Bad Game Jam 2019,1,0,https://www.itch.io/jam/big-bad-game-jam
1248,The EGX & Rock Paper Shotgun Game Jam,0,0,https://www.itch.io/jam/the-egx-2018-gamejam
1328,GrapeFruit GameJam #1,0,0,https://www.itch.io/jam/grapefruit-gamejam-2019
1778,Mini Jam 31: Movies,5,0,https://www.itch.io/jam/mini-jam-31-movies
1300,Weekly Game Jam - Week 63,0,0,https://www.itch.io/jam/weekly-game-jam-63
1960,Mini Jam 34: Balance,5,0,https://www.itch.io/jam/mini-jam-34-balance
1292,Weekly Game Jam - Week 84,0,0,https://www.itch.io/jam/weekly-game-jam-84
1043,"Me, Myself, And My RPG Game Jam",0,0,https://www.itch.io/jam/me-myself-and-my-rpg-game-jam
1088,SCREAM JAM,4,0,https://www.itch.io/jam/screamjam
1093,Midnight (Bitsy Jam),0,0,https://www.itch.io/jam/midnight-bitsy
2887,Philosophy Game Jam,0,0,https://www.itch.io/jam/philosophy-game-jam
4222,Lartu's Mini-RPG One Week Jam II,1,0,https://www.itch.io/jam/lartujam-ii
3573,SalvageJam,0,0,https://www.itch.io/jam/salvagejam
1741,Mini Jam 35: Vikings,5,0,https://www.itch.io/jam/mini-jam-35-vikings
3902,GAMES MADE QUICK??? III-2,0,0,https://www.itch.io/jam/games-made-quick-iii-2
2713,Fusion Wars - The Programming Menace,3,0,https://www.itch.io/jam/fusion-wars-the-programming-menace
1926,Mini Jam 19: Mysteries,7,0,https://www.itch.io/jam/mini-jam-19-mysteries
2740,June to July Metroidvania Jam •$100 Cash Prize•,0,0,https://www.itch.io/jam/june-to-july-metroidvania-jam-100-cash-prize
1458,Weekly Game Jam - Week 83,0,0,https://www.itch.io/jam/weekly-game-jam-83
1110,Sykoo's Polyrealm Halloween Jam,1,0,https://www.itch.io/jam/sykoos-halloween-jam
1707,Mini Jam 37: Engineering,4,0,https://www.itch.io/jam/mini-jam-37-engineering
7142,Horror Humor Jam [8 Bits to Infinity],1,0,https://www.itch.io/jam/horror-humor-jam
903,Sykoo's Community Game Jam,0,1,https://www.itch.io/jam/sykoos-game-jam
8774,Rayuela de Arena - Gamejam Narrativa,2,0,https://www.itch.io/jam/rayuela-de-arena-gamejam-narrativa
1300,Weekly Game Jam - Week 61,0,0,https://www.itch.io/jam/weekly-game-jam-61
4214,GameJamTopia,6,0,https://www.itch.io/jam/gamejamtopia
2307,ACGS Start of Summer (S.O.S) Jam,1,0,https://www.itch.io/jam/acgs-sos-jam
6090,trans gal jam 3,0,1,https://www.itch.io/jam/trans-gal-jam-3
1300,Weekly Game Jam - Week 45,1,0,https://www.itch.io/jam/weekly-game-jam-45
2777,Gamecodeur Game Jam #18,1,0,https://www.itch.io/jam/gamecodeur-gamejam-18
1136,Emulated Dreams,1,0,https://www.itch.io/jam/emulated-dreams
4742,RPG Maker Jam,0,0,https://www.itch.io/jam/rpgmakerjam
1965,HELP: War Child - Charity Game Jam,2,0,https://www.itch.io/jam/help-war-child
2572,Gamecodeur Game Jam #19,0,1,https://www.itch.io/jam/gamecodeur-gamejam-19
4348,SCREAM CITY,0,0,https://www.itch.io/jam/scream-city
3504,Lisp Game Jam 2019,0,0,https://www.itch.io/jam/lisp-game-jam-2019
819,APRIL FOOL'S JAM,0,0,https://www.itch.io/jam/april-fools-jam
3727,WAG Challenge!,7,0,https://www.itch.io/jam/wag-challenge
1329,🍉 Melon Game Jam 🍉,0,0,https://www.itch.io/jam/melon-game-jam
868,Taku's Mini Jam,0,0,https://www.itch.io/jam/takus-mini-jam
2579,Retro Platformer Jam (Prizes!),0,0,https://www.itch.io/jam/retro-platformer-jam
8209,GB30 Jam [8 Bits to Infinity],1,0,https://www.itch.io/jam/gb30-jam
165,Twine and National Novel Writing Month,0,0,https://www.itch.io/jam/twine-and-national-novel-writing-month
75,Games Factory Jam 5,0,0,https://www.itch.io/jam/games-factory-5
2741,#RPGenesis 2019,0,0,https://www.itch.io/jam/rpgenesis2019
1857,Wizard Jam 2016,0,0,https://www.itch.io/jam/wizard-jam-2016
222,Train Jam 2018,0,0,https://www.itch.io/jam/train-jam-2018
1316,Weekly Game Jam - Week 116,0,0,https://www.itch.io/jam/weekly-game-jam-116
1101,Castles & Ruins (Bitsy Jam),0,0,https://www.itch.io/jam/ruins
75,Games Factory Jam & Weekly Game Jam,0,0,https://www.itch.io/jam/games-factory-4
1815,Songtember,0,0,https://www.itch.io/jam/songtember2
2712,PaperJam 2018,0,0,https://www.itch.io/jam/paperjam-2018
2837,Weirder Stuff 2,4,1,https://www.itch.io/jam/weirder-stuff-2
1296,Weekly Game Jam - Week 59,1,0,https://www.itch.io/jam/weekly-game-jam-59
261,Nordic Game Jam 2015,0,0,https://www.itch.io/jam/ngj15
5238,Greek MytholoJam 2018,3,0,https://www.itch.io/jam/greek-mytholojam-2018
2891,Cyberpunk Jam 2.0,0,0,https://www.itch.io/jam/cyberpunkjam2
2644,JamCraft 2018,6,0,https://www.itch.io/jam/jamcraft
4287,GDL - Spooky Jam,0,0,https://www.itch.io/jam/gdl-spooky-jam
4980,Glinny's Cauldron Jam,0,0,https://www.itch.io/jam/glinnys-cauldron-jam
705,Resurrect an Old Project Etc. Jam,0,0,https://www.itch.io/jam/rope
244,tortle jam,1,0,https://www.itch.io/jam/tortle-jam
2187,Haunted PS1 Summer Spooks,0,0,https://www.itch.io/jam/the-haunted-ps1-summer-spooks
5408,Orbital Game Jam,7,0,https://www.itch.io/jam/orbital-game-jam
1319,Weekly Game Jam - Week 115,0,0,https://www.itch.io/jam/weekly-game-jam-115
2070,Mini Jam 8 - Fantasy -,9,0,https://www.itch.io/jam/mini-jam-8-fantasy
1020,Women Game Jam Latinamerica,0,0,https://www.itch.io/jam/wgjlatam
2761,GAMES MADE QUICK??? 2.0,0,0,https://www.itch.io/jam/games-made-quick-2
3029,Bored Pixels Jam 4,1,1,https://www.itch.io/jam/bored-pixels-jam-4
3155,Scratch Jam,0,0,https://www.itch.io/jam/scratch-jam
1955,Mini Jam 21: Stories,7,0,https://www.itch.io/jam/mini-jam-21-stories
2056,ZX Spectrum BASIC Jam,0,0,https://www.itch.io/jam/zx-spectrum-basic-jam
1406,Mini Jam 9 - Back To School -,7,0,https://www.itch.io/jam/mini-jam-9-back-to-school-
2580,IRXJam17,0,0,https://www.itch.io/jam/irxjam17
2779,BYOG 2018,0,0,https://www.itch.io/jam/byog-2018
2131,Felonious Fauna 2k19!,1,0,https://www.itch.io/jam/feloniousfauna
943,How Have You Been? Jam,0,0,https://www.itch.io/jam/how-have-you-been
1294,Weekly Game Jam - Week 93,0,0,https://www.itch.io/jam/weekly-game-jam-93
772,VR-Jam 2019,0,0,https://www.itch.io/jam/vr-jam-2k19
2899,★ TyranoBuilder Summer Game Jam 2018! ★,9,0,https://www.itch.io/jam/tyranojam18
2076,Mini Jam 29: Ninjas,5,0,https://www.itch.io/jam/mini-jam-29-ninjas
2668,Gamecodeur Game Jam #20,1,0,https://www.itch.io/jam/gamecodeur-gamejam-20
3547,GAMES MADE QUICK??? 2.5,1,0,https://www.itch.io/jam/games-made-quick-25
1652,Gamemaking Frenzy: DUPLICADE,1,0,https://www.itch.io/jam/duplicade
7988,Jamfuser,0,0,https://www.itch.io/jam/jamfuser
1300,Weekly Game Jam - Week 79,0,0,https://www.itch.io/jam/weekly-game-jam-79
7089,Ace Jam,0,0,https://www.itch.io/jam/ace-jam
1298,Weekly Game Jam - Week 95,0,0,https://www.itch.io/jam/weekly-game-jam-95
565,Homemade Game Jam,0,0,https://www.itch.io/jam/homemade-game-jam
1300,Weekly Game Jam - Week 51,1,0,https://www.itch.io/jam/weekly-game-jam-51
429,Nordic Game Jam 2018,0,0,https://www.itch.io/jam/ngj18
2466,One Script Jam,0,2,https://www.itch.io/jam/osj
1631,Mini Jam 6 -BOSS RUSH-,7,0,https://www.itch.io/jam/mini-jam-6th-edition
1302,Weekly Game Jam - Week 105,0,0,https://www.itch.io/jam/weekly-game-jam-105
1657,PIZZA JAM! (pizza prize),1,0,https://www.itch.io/jam/pizzza-jam-pizza-prize
2017,1+1=3 Jam,4,0,https://www.itch.io/jam/oneplusone
254,YOUjam,0,0,https://www.itch.io/jam/youjam
1731,Mini Jam 38: Food,4,0,https://www.itch.io/jam/mini-jam-38-food
1346,100 Lines of Code GameMaker Jam,0,0,https://www.itch.io/jam/100-lines-of-code-gamemaker-game-jam
2655,Bored Pixels Jam 2,3,1,https://www.itch.io/jam/bored-pixels-jam-2
401,Chillennium 2019,0,0,https://www.itch.io/jam/chillennium
1311,Weekly Game Jam - Week 91,0,0,https://www.itch.io/jam/weekly-game-jam-91
4812,CFN Game Jam,6,0,https://www.itch.io/jam/cfn-gamejam
5499,GDQ One Mechanic Game Jam 5,0,2,https://www.itch.io/jam/omgjam5
682,Yuri Game Jam,0,0,https://www.itch.io/jam/yuri-game-jam
2946,Svilupparegiochi | Jam #1,5,1,https://www.itch.io/jam/svilupparegiochi-jam-1
1152,Record Collection 2k19,0,0,https://www.itch.io/jam/recordcollection2k19
