jam_criteria,jam_end_date,jam_host,jam_name_x,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,duration,desc_len,jam_name_y,num_imgs,num_vids,num_hosts,popular
,2018-07-14 21:00:00,nadia nova,trans gal jam 2,105,0,23,2018-06-24 21:00:00,https://www.itch.io/jam/trans-gal-jam-2,480.0,6050,trans gal jam 2,0,1,1,Yes
,2014-07-04 03:59:59,Noor Studios,"""Women are too hard to animate"" jam",22,0,23,2014-06-12 04:00:00,https://www.itch.io/jam/wathtajam,527.9997222222222,780,"""Women are too hard to animate"" jam",1,0,1,Yes
,2018-08-23 23:00:00,EGX,The EGX & Rock Paper Shotgun Game Jam,84,0,23,2018-07-26 16:00:00,https://www.itch.io/jam/the-egx-2018-gamejam,679.0,1248,The EGX & Rock Paper Shotgun Game Jam,0,0,1,Yes
,2015-09-15 21:59:00,Pierrec,Oujevipo Contest #2 : KIDS,30,0,23,2015-08-14 22:00:00,https://www.itch.io/jam/oujevipo-contest-2--kids,767.9833333333333,4196,Oujevipo Contest #2 : KIDS,0,0,1,Yes
,2016-08-25 20:59:59,ragnor||ilky,4 Hour Jam #3,41,0,22,2016-08-24 17:00:00,https://www.itch.io/jam/4-hour-jam-3,27.99972222222222,426,4 Hour Jam #3,0,1,2,Yes
,2018-09-27 10:00:00,somostalentum,Jam Jam 2.0 Talentum presencial,24,0,22,2018-09-25 16:00:00,https://www.itch.io/jam/jam-jam-2-talentum-presencial,42.0,2725,Jam Jam 2.0 Talentum presencial,4,0,1,Yes
,2017-11-26 14:30:00,Sygan,PGG Jam - All Play: Accessibility Vol. 2,31,0,22,2017-11-24 15:00:00,https://www.itch.io/jam/pgg-jam-all-play-accessibility,47.5,997,PGG Jam - All Play: Accessibility Vol. 2,0,0,1,Yes
,2018-04-02 12:30:00,cecinestpasunjeu,Ceci n'est pas un jeu 2018,28,0,22,2018-03-31 12:00:00,https://www.itch.io/jam/ceci-nest-pas-un-jeu-2018,48.5,481,Ceci n'est pas un jeu 2018,0,0,1,Yes
,2015-10-11 22:30:00,stlgamedev||SuperWes||carolmertz,STL Scatterjam 2015,23,0,22,2015-10-09 22:00:00,https://www.itch.io/jam/stlscatterjam2015,48.5,606,STL Scatterjam 2015,0,0,3,Yes
,2018-01-08 12:00:00,Krassenstein,The Krass-N.G. Jam 2!,62,0,22,2018-01-05 14:00:00,https://www.itch.io/jam/krassjam2,70.0,3401,The Krass-N.G. Jam 2!,0,0,1,Yes
,2018-05-03 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 42,69,0,22,2018-04-27 17:00:00,https://www.itch.io/jam/weekly-game-jam-42,144.0,1297,Weekly Game Jam - Week 42,1,0,3,Yes
,2019-07-04 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 103,106,0,22,2019-06-28 17:00:00,https://www.itch.io/jam/weekly-game-jam-103,144.0,1304,Weekly Game Jam - Week 103,0,0,2,Yes
,2018-10-14 04:59:59,Emma Dee,TwitsyBot Jam,50,0,22,2018-10-07 04:59:59,https://www.itch.io/jam/twitsybot-jam,168.0,5809,TwitsyBot Jam,8,0,1,Yes
,2018-07-02 06:59:59,Adam Le Doux,Space Whales (Bitsy Jam),50,0,22,2018-06-23 07:00:00,https://www.itch.io/jam/space-whales-bitsy,215.99972222222223,1308,Space Whales (Bitsy Jam),0,0,1,Yes
,2016-06-07 23:00:00,misologue,Hits Playtime 2016,25,0,22,2016-05-29 22:00:01,https://www.itch.io/jam/hits-playtime-2016,216.99972222222223,531,Hits Playtime 2016,0,0,1,Yes
,2019-10-27 16:00:00,Swords and Flowers||Kazumi Chin,Our Little Food Jam,67,0,22,2019-10-06 18:32:30,https://www.itch.io/jam/our-little-food-jam,501.4583333333333,2759,Our Little Food Jam,0,0,2,Yes
,2015-04-13 07:00:00,TNERB,Punk Jam,22,0,22,2015-03-13 07:00:00,https://www.itch.io/jam/punkjam,744.0,559,Punk Jam,0,0,1,Yes
,2016-07-04 04:00:00,am cosmos,International Love Ultimatum 2: Romantic Boogaloo,123,0,22,2016-06-01 04:00:00,https://www.itch.io/jam/ilujam2,792.0,848,International Love Ultimatum 2: Romantic Boogaloo,0,0,1,Yes
,2018-01-31 23:59:59,dreamfeel||Flatgames <3,FLATJAM 2017,128,0,22,2017-12-19 13:50:56,https://www.itch.io/jam/flatgame-annual-2017,1042.1508333333334,2661,FLATJAM 2017,4,0,2,Yes
,2019-07-31 23:00:00,Breogán Hackett,Haunted PS1 Summer Spooks,95,0,22,2019-05-31 23:00:00,https://www.itch.io/jam/the-haunted-ps1-summer-spooks,1464.0,2187,Haunted PS1 Summer Spooks,0,0,1,Yes
,2015-04-12 10:00:00,Lowboat,Game Rodeo,22,0,21,2015-04-11 16:00:00,https://www.itch.io/jam/game-rodeo,18.0,46,Game Rodeo,0,0,1,Yes
,2017-05-15 03:59:59,JaShinYa,IRXJam17,96,0,21,2017-05-13 04:00:00,https://www.itch.io/jam/irxjam17,47.999722222222225,2580,IRXJam17,0,0,1,Yes
,2018-09-30 23:00:00,timconceivable||xrabohrok||SuperWes,Saint Louis Arcade Jam 2018,34,0,21,2018-09-28 23:00:00,https://www.itch.io/jam/stl-arcade-jam,48.0,4642,Saint Louis Arcade Jam 2018,0,0,3,Yes
,2019-02-24 14:00:00,Michagin||HyperActivate||Jalict||DantesGearbox,Level One: JAM! 2019,29,0,21,2019-02-22 14:00:00,https://www.itch.io/jam/level-one-game-jam-2019,48.0,3662,Level One: JAM! 2019,0,0,4,Yes
,2018-06-15 22:00:00,uop-gamejam,UoP GameJam 2018,28,0,21,2018-06-11 08:00:00,https://www.itch.io/jam/uopgamejam2018,110.0,645,UoP GameJam 2018,0,0,1,Yes
,2018-10-04 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 64,68,0,21,2018-09-28 17:00:00,https://www.itch.io/jam/weekly-game-jam-64,144.0,1293,Weekly Game Jam - Week 64,0,0,2,Yes
,2018-08-09 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 56,60,0,21,2018-08-03 17:00:00,https://www.itch.io/jam/weekly-game-jam-56,144.0,1300,Weekly Game Jam - Week 56,1,0,3,Yes
,2016-09-22 19:35:00,Royal Ontario Museum,ROM Game Jam 2016,31,0,21,2016-09-16 19:00:00,https://www.itch.io/jam/rom-game-jam-2016,144.58333333333334,572,ROM Game Jam 2016,0,0,1,Yes
,2018-07-09 08:00:00,StandOffSoftware,How Have You Been? Jam,97,0,21,2018-07-02 08:00:00,https://www.itch.io/jam/how-have-you-been,168.0,943,How Have You Been? Jam,0,0,1,Yes
,2014-06-30 14:00:00,tWayfarer,AGDG Microgame Jam,22,0,21,2014-06-22 14:00:00,https://www.itch.io/jam/agdg-microgame-jam,192.0,263,AGDG Microgame Jam,1,0,1,Yes
,2018-06-13 10:00:00,Hits Playtime,Hits Playtime 2018,26,0,21,2018-06-04 22:00:00,https://www.itch.io/jam/hits-playtime-2018,204.0,689,Hits Playtime 2018,0,0,1,Yes
,2018-08-01 06:59:59,Adam Le Doux,The Sublime (Bitsy Jam),64,0,21,2018-07-21 07:00:00,https://www.itch.io/jam/sublime-bitsy,263.9997222222222,1511,The Sublime (Bitsy Jam),0,0,1,Yes
,2018-02-12 08:00:00,coralgorithms,bubblegum jam,78,0,21,2018-01-31 08:00:00,https://www.itch.io/jam/bubblegum,288.0,654,bubblegum jam,0,1,1,Yes
,2017-04-07 07:00:00,Porpentine,idkjam,75,0,21,2017-03-24 07:00:00,https://www.itch.io/jam/idkjam,336.0,1107,idkjam,0,0,1,Yes
,2015-02-22 04:59:59,asciibears||ｔｅｃｇｏｔｈｉｃａ,JamForLeelah,22,0,21,2015-01-18 04:00:00,https://www.itch.io/jam/jamforleelah,840.9997222222222,18453,JamForLeelah,21,2,2,Yes
,2019-02-10 21:00:00,nathanmcclain,Kansas State University Annual Game Jam 2019,21,0,20,2019-02-09 01:00:00,https://www.itch.io/jam/kansas-state-university-annual-game-jam-2019,44.0,283,Kansas State University Annual Game Jam 2019,0,0,1,Yes
,2017-10-09 07:00:00,GameDevsQuest,GDQ One Mechanic Game Jam 2,54,0,20,2017-10-06 07:00:00,https://www.itch.io/jam/gdq-one-mechanic-game-jam-2,72.0,533,GDQ One Mechanic Game Jam 2,0,0,1,Yes
,2019-10-10 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 117,76,0,20,2019-10-04 17:00:00,https://www.itch.io/jam/weekly-game-jam-117,144.0,1315,Weekly Game Jam - Week 117,0,0,3,Yes
,2018-08-02 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 55,43,0,20,2018-07-27 17:00:00,https://www.itch.io/jam/weekly-game-jam-55,144.0,1300,Weekly Game Jam - Week 55,1,0,2,Yes
,2018-06-07 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 47,75,0,20,2018-06-01 17:00:00,https://www.itch.io/jam/weekly-game-jam-47,144.0,1294,Weekly Game Jam - Week 47,1,0,3,Yes
,2019-04-25 17:00:00,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 93,97,0,20,2019-04-19 17:00:00,https://www.itch.io/jam/weekly-game-jam-93,144.0,1294,Weekly Game Jam - Week 93,0,0,3,Yes
,2019-06-11 22:00:00,Hits Playtime,Hits Playtime 2019,27,0,20,2019-06-04 22:00:00,https://www.itch.io/jam/hits-playtime-2019,168.0,678,Hits Playtime 2019,0,0,1,Yes
,2019-08-11 23:00:00,dreamup||Lady Entropy||jrmariano||scumbagDM,#RPGenesis 2019,92,0,20,2019-08-03 23:00:00,https://www.itch.io/jam/rpgenesis2019,192.0,2741,#RPGenesis 2019,0,0,4,Yes
,2019-09-02 07:00:00,indiegamereadingclub,The Indie Game Reading Club Presents: #OnRampJam,46,0,20,2019-08-19 07:00:00,https://www.itch.io/jam/onrampjam-igrc,336.0,2417,The Indie Game Reading Club Presents: #OnRampJam,0,0,1,Yes
,2017-02-18 00:00:00,ShaunJS,GameMaker Studio 2 - BetaJam 2!,84,0,20,2017-02-03 00:00:00,https://www.itch.io/jam/betajam2,360.0,1585,GameMaker Studio 2 - BetaJam 2!,2,0,1,Yes
,2018-03-19 05:00:00,FEMICOM Museum,FEMICOM Game Jam #4: Make cute PONG!,74,0,20,2018-03-02 06:00:00,https://www.itch.io/jam/makecutepong,407.0,994,FEMICOM Game Jam #4: Make cute PONG!,0,0,1,Yes
,2019-10-20 16:00:00,Borromeo||kaza2929||ArmyAnt Studios||Redhead Games,1st RPG Maker GOTM Jam,42,165,20,2019-09-30 16:00:00,https://www.itch.io/jam/1st-rpg-maker-game-of-the-month-jam,480.0,2075,1st RPG Maker GOTM Jam,0,0,4,Yes
,2019-09-13 03:00:00,Kira Magrann||Jenn Martin,Earth Empathy Jam,71,0,20,2019-08-15 17:00:00,https://www.itch.io/jam/earth-empathy-jam,682.0,3616,Earth Empathy Jam,0,0,2,Yes
,2019-05-16 03:59:59,Grim 👁️,World MytholoJam,177,0,20,2019-03-15 04:00:00,https://www.itch.io/jam/world-mytholojam,1487.9997222222223,5897,World MytholoJam,0,0,1,Yes
,2018-09-21 18:00:00,Nyu Media||Jay Rab,★ TyranoBuilder Summer Game Jam 2018! ★,97,0,20,2018-06-22 18:00:00,https://www.itch.io/jam/tyranojam18,2184.0,2899,★ TyranoBuilder Summer Game Jam 2018! ★,9,0,2,Yes
,2017-10-02 04:00:00,ruggedmug,IndieGalactic2017,27,0,19,2017-10-01 17:00:00,https://www.itch.io/jam/indiegalactic2017,11.0,1208,IndieGalactic2017,0,0,1,Yes
,2015-02-23 01:00:00,Hryx||Stephen Altamirano||triplefox,Teacart 1k,19,0,19,2015-02-21 01:00:00,https://www.itch.io/jam/teacart-1k,48.0,1534,Teacart 1k,2,0,3,Yes
,2014-07-28 00:00:00,Indie Galactic Space Jam||ruggedmug||Whereskunaldo||thatwhichis,Indie Galactic Space Jam,20,0,19,2014-07-25 23:00:00,https://www.itch.io/jam/indiegalactic,49.0,1070,Indie Galactic Space Jam,1,0,4,Yes
,2015-11-15 02:00:00,Talha Kaya,4 Hour Jam #2,24,0,19,2015-11-12 18:00:00,https://www.itch.io/jam/4-hour-jam-2,56.0,208,4 Hour Jam #2,0,2,1,Yes
,2017-12-28 23:59:59,Esteban Grine,Quelque Chose Jam,31,0,19,2017-12-25 23:00:00,https://www.itch.io/jam/quelque-chose-jam,72.99972222222222,778,Quelque Chose Jam,1,0,1,Yes
,2019-02-07 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 82,81,0,19,2019-02-01 17:00:00,https://www.itch.io/jam/weekly-game-jam-82,144.0,1463,Weekly Game Jam - Week 82,0,0,3,Yes
,2017-06-01 06:59:59,Adam Le Doux,Radio Silence (Bitsy Jam),45,0,19,2017-05-25 15:16:33,https://www.itch.io/jam/radio-silence,159.7238888888889,712,Radio Silence (Bitsy Jam),0,0,1,Yes
,2019-06-28 22:00:00,cowboy8625,100 Dollar Game Jam,74,0,19,2019-06-21 22:00:00,https://www.itch.io/jam/100-dollar-game-jam,168.0,1952,100 Dollar Game Jam,0,0,1,Yes
,2017-04-24 19:00:00,QaziTV,QaziJam 9.5,59,0,19,2017-04-17 19:00:00,https://www.itch.io/jam/qazijam9point5,168.0,3329,QaziJam 9.5,0,0,1,Yes
,2015-10-31 15:59:59,CERISEDEV,AGDG's Halloween Gamejam 2015!,42,0,19,2015-10-24 04:00:00,https://www.itch.io/jam/agdg-halloween-gamejam,179.99972222222223,329,AGDG's Halloween Gamejam 2015!,0,0,1,Yes
,2017-08-27 13:59:59,barsk,Beer SK,47,0,19,2017-08-19 14:00:00,https://www.itch.io/jam/beersk,191.99972222222223,2444,Beer SK,0,0,1,Yes
,2019-02-11 05:59:59,ICT Game Jam||brianisbrilliant||Kelly Ray J||br0xen||ThinkOnTheEdge||hitjim,2019 Winter ICT Game Jam,23,0,19,2019-02-02 01:00:00,https://www.itch.io/jam/2019-winter-ict-game-jam,220.99972222222223,495,2019 Winter ICT Game Jam,0,0,6,Yes
,2018-06-13 07:00:00,Kevin Wong,#RemakeJam 2,76,0,19,2018-06-03 07:00:00,https://www.itch.io/jam/remakejam-2,240.0,1100,#RemakeJam 2,1,0,1,Yes
,2019-06-01 04:59:59,Aggressive Combustion,ACGS Start of Summer (S.O.S) Jam,89,0,19,2019-05-20 15:00:00,https://www.itch.io/jam/acgs-sos-jam,277.9997222222222,2307,ACGS Start of Summer (S.O.S) Jam,1,0,1,Yes
,2019-01-02 07:59:59,Adam Le Doux,Tarot (Bitsy Jam),44,0,19,2018-12-21 08:00:00,https://www.itch.io/jam/tarot-bitsy,287.9997222222222,1136,Tarot (Bitsy Jam),0,0,1,Yes
,2016-07-31 21:00:00,SquareDev,AGDG Space Jam,78,0,19,2016-07-14 21:00:00,https://www.itch.io/jam/agdg-space-jam,408.0,400,AGDG Space Jam,0,0,1,Yes
,2019-05-17 08:00:00,Porpentine,Divination Jam,66,0,19,2019-04-26 07:00:00,https://www.itch.io/jam/divinationjam,505.0,1171,Divination Jam,4,0,1,Yes
,2018-02-28 08:00:00,Chusday,1-Room RPG Jam #2,122,0,19,2018-02-01 08:00:00,https://www.itch.io/jam/1-room-rpg-jam-2,648.0,1047,1-Room RPG Jam #2,0,0,1,Yes
,2016-08-08 03:59:59,z04||skyharborr||adirosa||Laiska,Yaoi Game Jam,105,0,19,2016-06-01 04:00:00,https://www.itch.io/jam/yaoijam,1631.9997222222223,744,Yaoi Game Jam,0,0,4,Yes
,2016-09-12 00:00:00,Shandiin Yazzie Woodward||subliminalman||AGDG,NM Game Jam 2016,33,0,18,2016-09-10 00:30:00,https://www.itch.io/jam/nm-game-jam,47.5,338,NM Game Jam 2016,0,0,3,Yes
,2017-10-15 23:00:00,Axol Studio,STL Scatterjam October 2017,26,0,18,2017-10-13 23:00:00,https://www.itch.io/jam/stl-scatterjam-october-2017,48.0,743,STL Scatterjam October 2017,1,0,1,Yes
,2017-08-07 02:00:00,Seattle Indies||debugdrawray,Seattle Indies Game Jam,32,0,18,2017-08-05 01:30:00,https://www.itch.io/jam/seattle-indies-game-jam,48.5,1922,Seattle Indies Game Jam,1,0,2,Yes
,2019-09-29 22:00:00,indienomicon,Indie Galactic Space Jam 2019,30,0,18,2019-09-27 21:00:00,https://www.itch.io/jam/indie-galactic-space-jam-2019,49.0,820,Indie Galactic Space Jam 2019,0,0,1,Yes
,2019-08-26 21:59:00,Aurélien Dos Santos||Game Dev Alliance,1 HOUR JAM - Challenge de la semaine UNLEASHED,20,0,18,2019-08-20 16:00:00,https://www.itch.io/jam/1-hour-gda-challenge,149.98333333333332,1611,1 HOUR JAM - Challenge de la semaine UNLEASHED,0,0,2,Yes
,2018-02-28 05:00:00,gmx0,Resurrect an Old Project Etc. Jam,94,0,18,2018-02-21 05:00:00,https://www.itch.io/jam/rope,168.0,705,Resurrect an Old Project Etc. Jam,0,0,1,Yes
,2016-11-06 18:00:00,Pulse College,VirginiaJam @ Pulse College,11,0,2,2016-11-04 00:00:00,https://www.itch.io/jam/virginia-jam,66.0,1122,VirginiaJam @ Pulse College,0,0,1,No
,2019-07-28 19:00:00,AlexBellUnity,✨ GAY(M) Jam 2.0 @ Unity Brighton 🏳‍🌈,7,0,2,2019-07-25 23:00:00,https://www.itch.io/jam/gaym-jam-20-unity-brighton,68.0,7466,✨ GAY(M) Jam 2.0 @ Unity Brighton 🏳‍🌈,0,0,1,No
,2018-10-04 19:00:00,AuroraGDC,Aurora SIEGE Submissions 2018,5,0,2,2018-10-01 21:26:35,https://www.itch.io/jam/agdcsiege,69.55694444444444,0,Aurora SIEGE Submissions 2018,0,0,1,No
,2018-03-12 03:59:59,LexLoco,Odd Weekend Game Jam,5,0,2,2018-03-09 05:00:00,https://www.itch.io/jam/odd-weekend-game-jam,70.99972222222222,610,Odd Weekend Game Jam,0,0,1,No
,2018-03-18 22:59:59,Darksylvok,CometJam 3,9,0,2,2018-03-15 23:00:00,https://www.itch.io/jam/cometjam-3,71.99972222222222,3532,CometJam 3,2,0,1,No
,2018-11-19 04:59:59,Thedrdevin||LexLoco,Even Weekend Game Jam 1,8,0,2,2018-11-16 05:00:00,https://www.itch.io/jam/even-weekend-game-jam,71.99972222222222,703,Even Weekend Game Jam 1,1,0,2,No
,2018-12-17 04:59:59,Thedrdevin||LexLoco,Even Weekend Game Jam  3,10,0,2,2018-12-14 05:00:00,https://www.itch.io/jam/even-weekend-game-jam-3,71.99972222222222,679,Even Weekend Game Jam  3,1,0,2,No
,2019-02-18 04:59:59,LexLoco||Thedrdevin||Odd Weekend Game Jam,Odd Weekend Game Jam 20,5,0,2,2019-02-15 05:00:00,https://www.itch.io/jam/odd-weekend-game-jam-20,71.99972222222222,777,Odd Weekend Game Jam 20,1,0,3,No
,2019-09-01 22:59:59,jackdawfactories,Lead Roll,11,0,2,2019-08-29 23:00:00,https://www.itch.io/jam/lead-roll,71.99972222222222,737,Lead Roll,0,0,1,No
,2019-07-28 22:59:59,jackdawfactories,Tabled Questions,8,0,2,2019-07-25 23:00:00,https://www.itch.io/jam/tabled-questions,71.99972222222222,877,Tabled Questions,0,0,1,No
,2018-11-27 02:00:00,Soviet,48 Hour Turbo Jam,12,0,2,2018-11-24 02:00:00,https://www.itch.io/jam/48-hour-turbo-jam,72.0,1683,48 Hour Turbo Jam,0,0,1,No
,2019-05-23 16:00:00,Sigrid.D,72LezGameJam#2,6,0,2,2019-05-20 16:00:00,https://www.itch.io/jam/72lezgamejam2,72.0,183,72LezGameJam#2,0,0,1,No
,2017-08-04 06:00:00,Nunuvin,Esoteric Hello World! Jam 2017,6,0,2,2017-08-01 06:00:00,https://www.itch.io/jam/hello-world,72.0,1250,Esoteric Hello World! Jam 2017,0,0,1,No
,2017-05-01 05:00:00,Thomas Shelby,Queer Zine Jam: IDENTITY,6,0,2,2017-04-28 05:00:00,https://www.itch.io/jam/queer-zine-jam-id,72.0,449,Queer Zine Jam: IDENTITY,0,0,1,No
,2017-06-01 18:00:00,Indie Collective||Festival Stunfest,ADDON Jam 2017,6,0,2,2017-05-29 15:00:00,https://www.itch.io/jam/addon-jam-2017,75.0,528,ADDON Jam 2017,1,0,2,No
,2019-07-16 03:59:59,Red Iron Games,Impromptu Game Jam #2,10,0,2,2019-07-12 23:00:00,https://www.itch.io/jam/impromptu-game-jam-2,76.99972222222222,504,Impromptu Game Jam #2,0,1,1,No
,2018-07-23 02:30:00,Sav Emmett Wolfe,Swinburne Winter Game Jam,7,0,2,2018-07-19 14:00:00,https://www.itch.io/jam/swinburne-winter-game-jam,84.5,559,Swinburne Winter Game Jam,0,0,1,No
,2019-04-16 06:59:59,JustKay,April Rainbow Jam 2019,15,0,2,2019-04-12 07:00:00,https://www.itch.io/jam/april-rainbow-jam-2019,95.99972222222222,2078,April Rainbow Jam 2019,0,0,1,No
,2015-06-01 00:00:00,Jóhannes G. Þorsteinsson||Kollafoss Game Farm,Isolation Game Jam 2015,2,0,2,2015-05-28 00:00:00,https://www.itch.io/jam/isolation-game-jam-2015,96.0,489,Isolation Game Jam 2015,0,0,2,No
,2018-02-15 23:00:00,Hitbox Makers,Sharing Week ESG - 2018,1,0,2,2018-02-11 23:00:00,https://www.itch.io/jam/sharing-week-esg-2018,96.0,404,Sharing Week ESG - 2018,1,0,1,No
,2016-06-18 22:00:00,Seperto,Sepermelon Jam,6,0,2,2016-06-14 22:00:00,https://www.itch.io/jam/sepermelon-jam,96.0,1850,Sepermelon Jam,0,0,1,No
,2019-09-06 06:00:00,Steve Halliwell,Make-A-Thing 2019 Sept,15,0,2,2019-09-01 23:00:00,https://www.itch.io/jam/make-a-thing-2019-sept,103.0,1775,Make-A-Thing 2019 Sept,0,0,1,No
,2019-02-09 04:59:59,Trialblazer,Love of Color,5,0,2,2019-02-04 05:00:00,https://www.itch.io/jam/love-of-color,119.99972222222222,747,Love of Color,0,0,1,No
,2018-05-16 16:00:00,Festival Stunfest||Indie Collective,Stun Jam 2018,5,0,2,2018-05-11 16:00:00,https://www.itch.io/jam/stun-jam-2018,120.0,228,Stun Jam 2018,0,0,2,No
,2018-10-26 14:00:00,Corey Himself,Halloween Jam,8,0,2,2018-10-21 12:57:50,https://www.itch.io/jam/coreys-halloween-jam,121.03611111111111,1005,Halloween Jam,4,0,1,No
,2017-08-07 10:00:00,LucasLislo,Mechanic Mix Jam,11,0,2,2017-08-02 06:00:00,https://www.itch.io/jam/mechanic-mix,124.0,469,Mechanic Mix Jam,0,0,1,No
,2017-04-14 22:59:59,Aviv,Get Well Soon Jam,6,0,2,2017-04-09 11:00:00,https://www.itch.io/jam/get-well-soon-jam,131.99972222222223,746,Get Well Soon Jam,0,0,1,No
,2017-06-30 22:00:00,Spaghatto,Pet Jam,7,0,2,2017-06-25 10:00:00,https://www.itch.io/jam/pet-jam,132.0,305,Pet Jam,0,0,1,No
,2016-03-30 22:00:00,Neophos,Nordic Game Jam warmup!,2,0,2,2016-03-24 23:00:00,https://www.itch.io/jam/nordic-game-jam-warmup,143.0,52,Nordic Game Jam warmup!,0,0,1,No
,2018-11-18 00:00:00,Marina Díez,Unofficial #politicalbitsyjam 2018,12,0,2,2018-11-12 00:00:00,https://www.itch.io/jam/unofficial-politicalbitsyjam-2018,144.0,1136,Unofficial #politicalbitsyjam 2018,0,0,1,No
,2017-08-05 23:00:00,ccCam,Just f**king finish it!,24,0,2,2017-07-30 23:00:00,https://www.itch.io/jam/just-fking-finish-it,144.0,717,Just f**king finish it!,0,0,1,No
,2019-02-02 18:00:00,AfterHoursGameDev,After Hours Game Dev : Global Game Jam 2019,8,0,2,2019-01-27 18:00:00,https://www.itch.io/jam/after-hours-global-game-jam-2019,144.0,2191,After Hours Game Dev : Global Game Jam 2019,0,0,1,No
,2017-04-16 05:00:00,Harry,PuzzleScript Jam,3,0,2,2017-04-09 20:00:00,https://www.itch.io/jam/puzzlescript-jam,153.0,200,PuzzleScript Jam,0,0,1,No
,2015-07-18 04:00:00,The Weekly Arcade,Week 1 - Choice,2,0,2,2015-07-11 18:27:37,https://www.itch.io/jam/week1,153.53972222222222,83,Week 1 - Choice,0,0,1,No
,2015-08-21 18:30:00,Mithun,Sticky Note Jam,4,0,2,2015-08-15 05:30:00,https://www.itch.io/jam/sticky-note-jam,157.0,2946,Sticky Note Jam,0,2,1,No
,2017-01-15 06:30:00,Fanttum,Game Jam Done Quick 2,22,0,2,2017-01-08 17:00:00,https://www.itch.io/jam/game-jam-done-quick-2,157.5,2426,Game Jam Done Quick 2,0,0,1,No
,2017-02-03 23:59:59,PDGameJam,"Pembroke Dock Mini Jam (Wales, UK)",4,0,2,2017-01-28 10:00:00,https://www.itch.io/jam/pdminijam-jan17,157.99972222222223,763,"Pembroke Dock Mini Jam (Wales, UK)",0,0,1,No
,2019-08-18 21:00:00,ZumbiGordo,JotaDê Jam Semanal #2,2,0,2,2019-08-12 03:00:00,https://www.itch.io/jam/jdjam2,162.0,952,JotaDê Jam Semanal #2,0,0,1,No
,2019-07-28 02:59:59,Ray Nexus,EP JAM #03,5,0,2,2019-07-21 03:00:00,https://www.itch.io/jam/ep-03,167.99972222222223,333,EP JAM #03,1,0,1,No
,2017-08-06 21:59:59,Enter Entertainment,EnterJam,5,0,2,2017-07-30 22:00:00,https://www.itch.io/jam/entjam,167.99972222222223,124,EnterJam,0,0,1,No
,2018-08-17 06:59:59,Slug_Overdose,Slug Jam 1,18,0,2,2018-08-10 07:00:00,https://www.itch.io/jam/slug-jam-1,167.99972222222223,1467,Slug Jam 1,0,0,1,No
,2018-06-10 14:59:59,sungkukshawnpark,일주일에 게임 하나 만들기(Game A Week) 1806[01],2,0,2,2018-06-03 15:00:00,https://www.itch.io/jam/game-a-week-180601,167.99972222222223,0,일주일에 게임 하나 만들기(Game A Week) 1806[01],0,0,1,No
,2018-07-29 06:59:59,JustKay,July Rainbow Jam 2018,6,0,2,2018-07-22 07:00:00,https://www.itch.io/jam/july-rainbow-jam-2018,167.99972222222223,1900,July Rainbow Jam 2018,0,0,1,No
,2019-04-14 03:00:00,Ray Nexus,EP Jam #02,4,0,2,2019-04-07 03:00:00,https://www.itch.io/jam/ep-02,168.0,307,EP Jam #02,1,0,1,No
,2016-09-29 16:00:00,GameAWeek,"Game A Week 6 ""Guardian""",3,0,2,2016-09-22 16:00:00,https://www.itch.io/jam/game-a-week-06,168.0,75,"Game A Week 6 ""Guardian""",0,0,1,No
,2018-09-18 06:00:00,m0dE,$100 Prize - Modd.io Game Jam (Theme: Restaurant),27,0,2,2018-09-11 06:00:00,https://www.itch.io/jam/moddio-game-jam-2,168.0,2092,$100 Prize - Modd.io Game Jam (Theme: Restaurant),0,0,1,No
,2019-04-15 18:00:00,DrManticore,Manti's Birthday Game Jam,6,0,2,2019-04-08 18:00:00,https://www.itch.io/jam/manti-jam,168.0,1279,Manti's Birthday Game Jam,1,0,1,No
,2017-11-07 12:00:00,All the bees,DevSoc York Halloween Competition 2017,6,0,2,2017-10-31 12:00:00,https://www.itch.io/jam/devsoc-york-halloween-competition-2017,168.0,1925,DevSoc York Halloween Competition 2017,0,0,1,No
,2019-04-30 04:00:00,Darezar of Eledris,"Chronicles GameDev Challenge, Week 4",11,0,2,2019-04-23 04:00:00,https://www.itch.io/jam/chronicles-gamedev-challenge-week-4,168.0,1465,"Chronicles GameDev Challenge, Week 4",0,0,1,No
